Nivel;pregunta;alternativa 1;alternativa 2;alternativa 3;respuesta;audio pregunta;imagen;;;;;;;;
26;Mi abuelito me construyó un colu__io en el patio.;mp;np;nv;mp;Selecciona la combinación que falta en la oración.;;;;;;;;;
26;Mis co__añeros son muy solidarios cuando se realizan colectas.;mv;mp;np;mp;Selecciona la combinación que falta en la oración.;;;;;;;;;
26;El co__ás es un instrumento que permite dibujar circunferencias.;nv;np;mp;mp;Selecciona la combinación que falta en la oración.;;;;;;;;;
26;Alicia co__ró frutos secos en la feria.;mp;nv;np;mp;Selecciona la combinación que falta en la oración.;;;;;;;;;
26;Enseñé a mi abuelito a ocupar el co__utador.;mv;np;mp;mp;Selecciona la combinación que falta en la oración.;;;;;;;;;
26;Josefina celebrará el cu__leaños de su mejor amiga.;np;nv;mp;mp;Selecciona la combinación que falta en la oración.;;;;;;;;;
26;El pasatiempo de Rodrigo es armar rompecabezas.;np;mp;nv;mp;Selecciona la combinación que falta en la oración.;;;;;;;;;
27;Angela pintó un dibujo con colores rojo y azul; a___os colores son primarios.;;;;mb;Selecciona la combinación que falta en la oración.;Angela pintó un dibujo con colores rojo y azul; ambos colores son primarios;;;;;;
27;Laura  tiene un lindo pelo rizado de color á___ar.;;;;mb;Selecciona la combinación que falta en la oración.;;;;;;;;;
27;Es muy importante cuidar el medio a___iente.;;;;mb;Selecciona la combinación que falta en la oración.;;;;;;;;;
27;En Escocia los ho___res usan falda.;;;;mb;Selecciona la combinación que falta en la oración.;;;;;;;;;
27;vaya donde vaya mi so___ra siempre está conmigo.;;;;mb;Selecciona la combinación que falta en la oración.;;;;;;;;;
27;El o___ligo está a la mitad de nuestro cuerpo.;;;;mb;Selecciona la combinación que falta en la oración.;;;;;;;;;
27;La tía de josé luce muy linda e___arazada.;;;;mb;Selecciona la combinación que falta en la oración.;;;;;;;;;
27;El amor parece un e___rujo que nos hace sentir espaciales.;;;;mb;Selecciona la combinación que falta en la oración.;;;;;;;;;
27;Andrés aprendió a tocar muy bien su ta___or.;;;;mb;Selecciona la combinación que falta en la oración.;;;;;;;;;
27;Paulina interca___io semillas con su amiga Romina.;;;;mb;Selecciona la combinación que falta en la oración.;;;;;;;;;
27;Carolina usa un e___udo para echar parafina a la estufa.;;;;mb;Selecciona la combinación que falta en la oración.;;;;;;;;;
27;los calcetines de Cristobal tienen ro___os negros y blancos.;;;;mb;Selecciona la combinación que falta en la oración.;;;;;;;;;
27;Los brasileños bailan muy bien sa___a.;;;;mb;Selecciona la combinación que falta en la oración.;;;;;;;;;
27;El gato juega con el esta___re de lana.;;;;mb;Selecciona la combinación que falta en la oración.;;;;;;;;;
27;las jirafas del zoológicos son solo he___ras.;;;;mb;Selecciona la combinación que falta en la oración.;;;;;;;;;
27;Esa cocina esta i___adida de hormigas. ;;;;nv;Selecciona la combinación que falta en la oración.;;;;;;;;;
27;La gente en condición de calle deben buscar un lugar donde i___ernar.;;;;nv;Selecciona la combinación que falta en la oración.;;;;;;;;;
27;Ambos paises hicieron un co___enio por la paz;;;;nv;Selecciona la combinación que falta en la oración.;;;;;;;;;
27;Ree___íe un email a mi prima de Australia.;;;;nv;Selecciona la combinación que falta en la oración.;;;;;;;;;
27;Margarita diño una bie___enida a sus nuevos vecinos.;;;;nv;Selecciona la combinación que falta en la oración.;;;;;;;;;
27;Carlos co___enció a su amigo de participar en la competencia de atletismo.;;;;nv;Selecciona la combinación que falta en la oración.;;;;;;;;;
27;Quiero que llegue mi cumpleaños para dese___olver los regalos.;;;;nv;Selecciona la combinación que falta en la oración.;;;;;;;;;
27;Marcos hizo la posición i___ertida en su clase de educación fisica.;;;;nv;Selecciona la combinación que falta en la oración.;;;;;;;;;
27;La selección de fútbol va i___icta  en la competencia.;;;;nv;Selecciona la combinación que falta en la oración.;;;;;;;;;
27;Sofía i___itó a sus amigos a ver una película.;;;;nv;Selecciona la combinación que falta en la oración.;;;;;;;;;
27;Ricardo se i___olucró en un proyecto de reciclaje de su comuna.;;;;nv;Selecciona la combinación que falta en la oración.;;;;;;;;;
27;Ahorrar dinero es co___eniente para el futuro.;;;;nv;Selecciona la combinación que falta en la oración.;;;;;;;;;
27;Gonzalo dibujó una figura geométrica co___exa.;;;;nv;Selecciona la combinación que falta en la oración.;;;;;;;;;
27;Es malo e___idiar a las personas.;;;;nv;Selecciona la combinación que falta en la oración.;;;;;;;;;
27;Enrique acompaño a su abuelita a hacer unas co___ras.;;;;mp;Selecciona la combinación que falta en la oración.;;;;;;;;;
27;Se dice que los va___iros le temen a la luz.;;;;mp;Selecciona la combinación que falta en la oración.;;;;;;;;;
27;Luis aprendió a tocar za___oña a la perfección.;;;;mp;Selecciona la combinación que falta en la oración.;;;;;;;;;
27;El polo sur tiene muchos té___anos de hielo.;;;;mp;Selecciona la combinación que falta en la oración.;;;;;;;;;
27;Mañana estará muy agradable el tie___o en Osorno.;;;;mp;Selecciona la combinación que falta en la oración.;;;;;;;;;
27;El papá de Elizabeth se levantá todo los días muy te___rano.;;;;mp;Selecciona la combinación que falta en la oración.;;;;;;;;;
27;En Egipto hay muchos te___los sagrados.;;;;mp;Selecciona la combinación que falta en la oración.;;;;;;;;;
27;Ellos no necesitan comer comida chatarra y yo ta___oco.;;;;mp;Selecciona la combinación que falta en la oración.;;;;;;;;;
27;Sin querer Esteban ro___ió el jarrón de su tía.;;;;mp;Selecciona la combinación que falta en la oración.;;;;;;;;;
27;El próximo año participaré en las oli___iadas de matemáticas.;;;;mp;Selecciona la combinación que falta en la oración.;;;;;;;;;
27;Juan li___ió y ordenó su pieza;;;;mp;Selecciona la combinación que falta en la oración.;;;;;;;;;
27;Los dioses griegos vivían en el Oli___o.;;;;mp;Selecciona la combinación que falta en la oración.;;;;;;;;;
27;Alejandro debe i___rimir su informe y entregarlo a su profesor.;;;;mp;Selecciona la combinación que falta en la oración.;;;;;;;;;
27;Cuando envíes una carta debes ponerle una esta___illa.;;;;mp;Selecciona la combinación que falta en la oración.;;;;;;;;;
27;El tío de Nicolas tiene una microe___resa de artesanias.;;;;mp;Selecciona la combinación que falta en la oración.;;;;;;;;;
28;¿Cómo se escribe correctamente la palabra?;huevo;uevo;uhevo;huevo;¿Cómo se escribe correctamente la palabra?;;;;;;;;;
28;¿Cómo se escribe correctamente la palabra?;ahora;haora;ahora;ahora;¿Cómo se escribe correctamente la palabra?;;;;;;;;;
28;¿Cómo se escribe correctamente la palabra?;zanahoria;zanaoria;zanaoriha;zanahoria;¿Cómo se escribe correctamente la palabra?;;;;;;;;;
28;¿Cómo se escribe correctamente la palabra?;harto;arto;arhto;harto;¿Cómo se escribe correctamente la palabra?;;;;;;;;;
28;¿Cómo se escribe correctamente la palabra?;hombro;ombro;omhbro;hombro;¿Cómo se escribe correctamente la palabra?;;;;;;;;;
28;¿Cómo se escribe correctamente la palabra?;habla;abla;abhla;habla;¿Cómo se escribe correctamente la palabra?;;;;;;;;;
28;¿Cómo se escribe correctamente la palabra?;hada;ada;adha;hada;¿Cómo se escribe correctamente la palabra?;;;;;;;;;
28;¿Cómo se escribe correctamente la palabra?;halcón;alcón;alhcón;halcón;¿Cómo se escribe correctamente la palabra?;;;;;;;;;
28;¿Cómo se escribe correctamente la palabra?;huérfano;uérfano;uhérfano;huérfano;¿Cómo se escribe correctamente la palabra?;;;;;;;;;
28;¿Cómo se escribe correctamente la palabra?;huerta;uerta;uherta;huerta;¿Cómo se escribe correctamente la palabra?;;;;;;;;;
28;¿Cómo se escribe correctamente la palabra?;helado;elado;elhado;helado;¿Cómo se escribe correctamente la palabra?;;;;;;;;;
28;¿Cómo se escribe correctamente la palabra?;herbívoro;erbívoro;erhbívoro;herbívoro;¿Cómo se escribe correctamente la palabra?;;;;;;;;;
28;¿Cómo se escribe correctamente la palabra?;ahijado;aijado;haihado;ahijado;¿Cómo se escribe correctamente la palabra?;;;;;;;;;
28;¿Cómo se escribe correctamente la palabra?;bahía;baía;baíha;bahía;¿Cómo se escribe correctamente la palabra?;;;;;;;;;
28;¿Cómo se escribe correctamente la palabra?;horno;orno;orhno;horno;¿Cómo se escribe correctamente la palabra?;;;;;;;;;
28;¿Cómo se escribe correctamente la palabra?;hacha;acha;achah;hacha;¿Cómo se escribe correctamente la palabra?;;;;;;;;;
28;¿Cómo se escribe correctamente la palabra?;hipopótamo;ipopótamo;ipohpótamo;hipopótamo;¿Cómo se escribe correctamente la palabra?;;;;;;;;;
28;¿Cómo se escribe correctamente la palabra?;hielo;ielo;ihelo;hielo;¿Cómo se escribe correctamente la palabra?;;;;;;;;;
28;¿Cómo se escribe correctamente la palabra?;hormiga;ormiga;orhmiga;hormiga;¿Cómo se escribe correctamente la palabra?;;;;;;;;;
28;¿Cómo se escribe correctamente la palabra?;hojas;ojas;ohjas;hojas;¿Cómo se escribe correctamente la palabra?;;;;;;;;;
28;¿Cómo se escribe correctamente la palabra?;hermano;ermano;erhmano;hermano;¿Cómo se escribe correctamente la palabra?;;;;;;;;;
28;¿Cómo se escribe correctamente la palabra?;hierro;ierro;iherro;hierro;¿Cómo se escribe correctamente la palabra?;;;;;;;;;
28;¿Cómo se escribe correctamente la palabra?;hambre;ambre;emhbre;hambre;¿Cómo se escribe correctamente la palabra?;;;;;;;;;
28;¿Cómo se escribe correctamente la palabra?;humo;umo;uhmo;humo;¿Cómo se escribe correctamente la palabra?;;;;;;;;;
28;¿Cómo se escribe correctamente la palabra?;harina;arina;ahrina;harina;¿Cómo se escribe correctamente la palabra?;;;;;;;;;
28;¿Cómo se escribe correctamente la palabra?;huida;uida;uhida;huida;¿Cómo se escribe correctamente la palabra?;;;;;;;;;
28;¿Cómo se escribe correctamente la palabra?;huelga;uelga;uhelga;huelga;¿Cómo se escribe correctamente la palabra?;;;;;;;;;
28;¿Cómo se escribe correctamente la palabra?;hiena;iena;ihena;hiena;¿Cómo se escribe correctamente la palabra?;;;;;;;;;
28;¿Cómo se escribe correctamente la palabra?;hexágono;exágono;ehxágono;hexágono;¿Cómo se escribe correctamente la palabra?;;;;;;;;;
28;¿Cómo se escribe correctamente la palabra?;adhesivo;adesivo;hadesivo;adhesivo;¿Cómo se escribe correctamente la palabra?;;;;;;;;;
28;¿Cómo se escribe correctamente la palabra?;búho ;búo;búoh;búho ;¿Cómo se escribe correctamente la palabra?;;;;;;;;;
28;¿Cómo se escribe correctamente la palabra?;inhalar ;inalar;inahlar;inhalar ;¿Cómo se escribe correctamente la palabra?;;;;;;;;;
28;¿Cómo se escribe correctamente la palabra?;ahorro;haorro;aohrro;ahorro;¿Cómo se escribe correctamente la palabra?;;;;;;;;;
28;¿Cómo se escribe correctamente la palabra?;almohada;almoada;halmoada;almohada;¿Cómo se escribe correctamente la palabra?;;;;;;;;;
28;¿Cómo se escribe correctamente la palabra?;hueso;ueso;uheso;hueso;¿Cómo se escribe correctamente la palabra?;;;;;;;;;
28;¿Cómo se escribe correctamente la palabra?;alcohol;alcool;alhcool;alcohol;¿Cómo se escribe correctamente la palabra?;;;;;;;;;
28;¿Cómo se escribe correctamente la palabra?;cohete;coete;coethe;cohete;¿Cómo se escribe correctamente la palabra?;;;;;;;;;
28;¿Cómo se escribe correctamente la palabra?;hierba;ierba;iherba;hierba;¿Cómo se escribe correctamente la palabra?;;;;;;;;;
28;¿Cómo se escribe correctamente la palabra?;hierve;ierve;iherve;hierve;¿Cómo se escribe correctamente la palabra?;;;;;;;;;
28;¿Cómo se escribe correctamente la palabra?;hueco;ueco;uheco;hueco;¿Cómo se escribe correctamente la palabra?;;;;;;;;;
28;¿Cómo se escribe correctamente la palabra?;herida;erida;ehrida;herida;¿Cómo se escribe correctamente la palabra?;;;;;;;;;
28;¿Cómo se escribe correctamente la palabra?;higo;igo;ihgo;higo;¿Cómo se escribe correctamente la palabra?;;;;;;;;;
28;¿Cómo se escribe correctamente la palabra?;hilo;ilo;ihlo;hilo;¿Cómo se escribe correctamente la palabra?;;;;;;;;;
28;¿Cómo se escribe correctamente la palabra?;húmedo;úmedo;úhmedo;húmedo;¿Cómo se escribe correctamente la palabra?;;;;;;;;;
28;¿Cómo se escribe correctamente la palabra?;historia;istoria;ihstoria;historia;¿Cómo se escribe correctamente la palabra?;;;;;;;;;
28;¿Cómo se escribe correctamente la palabra?;haba;aba;ahba;haba;¿Cómo se escribe correctamente la palabra?;;;;;;;;;
28;¿Cómo se escribe correctamente la palabra?;hamster;amster;ahmters;hamster;¿Cómo se escribe correctamente la palabra?;;;;;;;;;
28;¿Cómo se escribe correctamente la palabra?;hombre;ombre;ohmbre;hombre;¿Cómo se escribe correctamente la palabra?;;;;;;;;;
28;¿Cómo se escribe correctamente la palabra?;prohibido;proibido;proibhido;prohibido;¿Cómo se escribe correctamente la palabra?;;;;;;;;;
28;¿Cómo se escribe correctamente la palabra?;hermana ;ermana;ehrmana;hermana ;¿Cómo se escribe correctamente la palabra?;;;;;;;;;
29;Javier decide ir por ______.;ay;hay;ahí;ahí;¿Cuál es la palabra que debe ir en el espacio en blanco?;;;;;;;;;
29;A pesar de que Daniel insiste en que en ese camino no ____ nada.;ay;hay;ahí;hay;¿Cuál es la palabra que debe ir en el espacio en blanco?;;;;;;;;;
29;Sorpresivamente; justo por____  ;por donde se fue Javier; escuchan un ruido.;ay;hay;ahí;¿Cuál es la palabra que debe ir en el espacio en blanco?;;Sorpresivamente; justo por ahí; por donde se fue Javier; escuchan un ruido;;
29;¡___! Me pegué en la cabeza; chilla Raquel.;ay;hay;ahí;ay;¿Cuál es la palabra que debe ir en el espacio en blanco?;¡ay! Me pegué en la cabeza; chilla Raquel;;;;;;
29;¡___! No seas exagerada; añade Daniel.;ay;hay;ahí;ay;¿Cuál es la palabra que debe ir en el espacio en blanco?;¡ay! No seas exagerada; añade Daniel;;;;;;
29;¡Silencio! Agrega Javier; parece que ____ viene alguien.;ay;hay;ahí;ahí;¿Cuál es la palabra que debe ir en el espacio en blanco?;¡Silencio! Agrega Javier; parece que ahí viene alguien;;;;;;
29;Sin embargo; en ese lugar no ___ nadie.;ay;hay;ahí;hay;¿Cuál es la palabra que debe ir en el espacio en blanco?;Sin embargo; en ese lugar no hay nadie;;;;;;
29;Mi cabeza Javier; mírame____ donde tengo la chaquilla.;ay;hay;ahí;ahí;¿Cuál es la palabra que debe ir en el espacio en blanco?;Mi cabeza Javier; mírame ahpi donde tengo la chaquilla;;;;;;
29;Javier examina; pero no ____ nada raro en la cabeza de Raquel.;ay;hay;ahí;hay;¿Cuál es la palabra que debe ir en el espacio en blanco?;Javier examina; pero no hay nada raro en la cabeza de Raquel;;;;;;
29;¡___Raquel! No tienes nada; mejor será que nos devolvamos.;ay;hay;ahí;ay;¿Cuál es la palabra que debe ir en el espacio en blanco?;¡ay Raquel! No tienes nada; mejor será que nos devolvamos;;;;;;
29;Toda la razón; _____ que buscar el camino de regreso; dice Daniel.;ay;hay;ahí;hay;;Toda la razón; hay que buscar el camino de regreso; dice Daniel;;;;
29;¿Por qué se me ocurre venir con ustedes? ¡_____ Diosito!; sálvanos de esta; reclama Raquel.;ay;hay;ahí;ay;;¿Por qué se me ocurre venir con ustedes? ¡ay Diosito!; sálvanos de esta; reclama Raquel;;;;
29;Mientras tanto Javier piensa que ___ que encontrar el camino.;ay;hay;ahí;hay;¿Cuál es la palabra que debe ir en el espacio en blanco?;;;;;;;;;
29;Si llegamos hasta acá; tiene que haber una salida por ____; apunta con el dedo Javier.;ay;hay;ahí;ahí;;Si llegamos hasta acá; tiene que haber una salida por ahí; apunta con el dedo Javier;;;;
