id;Nivel;pregunta;alternativa 1;alternativa 2;alternativa 3;respuesta;audio pregunta;imagen;Feedback
813;16;ca_____acol;r fuerte;r débil;rr doble;r débil;caracol;;Caracol tiene sonido r débil
814;16;teso____o;r fuerte;r débil;rr doble;r débil;tesoro;;Tesoro tiene sonido r débil
815;16;pe____a;r fuerte;r débil;rr doble;r débil;pera;;Pera tiene sonido r débil
816;16;fa____ol;r fuerte;r débil;rr doble;r débil;farol;;Farol tiene sonido r débil
817;16;na______ar;r fuerte;r débil;rr doble;rr doble;narrar;;Narrar se escribe con doble r
818;16;en_____edo;r fuerte;r débil;rr doble;r fuerte;enredo;;Enredo tiene sonido r fuerte
819;16;_____opa;r fuerte;r débil;rr doble;r fuerte;ropa;;Ropa tiene sonido r fuerte
820;16;_____ico;r fuerte;r débil;rr doble;r fuerte;rico;;Rico tiene sonido r fuerte
821;16;_____eja;r fuerte;r débil;rr doble;r fuerte;reja;;Reja tiene sonido r fuerte
822;16;_____ueda;r fuerte;r débil;rr doble;r fuerte;rueda;;Rueda tiene sonido r fuerte
823;16;a_____anca;r fuerte;r débil;rr doble;rr doble;arranca;;Arranca se escribe con doble r
824;16;____ama;r fuerte;r débil;rr doble;r fuerte;rama;;Rama tiene sonido r fuerte
825;16;fo_____o;r fuerte;r débil;rr doble;rr doble;forro;;Forro se escribe con doble r
826;16;en_____ollar;r fuerte;r débil;rr doble;r fuerte;enrollar;;Enrollar tiene sonido r fuerte
827;16;_____ubia;r fuerte;r débil;rr doble;r fuerte;rubia;;Rubia tiene sonido r fuerte
828;16;bu_____o;r fuerte;r débil;rr doble;rr doble;burro;;Arruga se escribe con doble r
829;17;Las &palomas& tienen dos alas y sus patas son rojas.;;;;común;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;Palomas es un sustativo común
830;17;Puedo ver el sol en el &cielo&.;;;;común;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;Cielo es un sustantivo común
831;17;El &mago& hace magia con las cosas.;;;;común;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;Mago es un sustantivo común
832;17;En el árbol hay ricas &manzanas&.;;;;común;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;Manzanas es un sustantivo común
833;17;La &foca& juega con la pelota.;;;;común;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;Foca es un sustantivo común
834;17;Los &pájaros& tienen lindos colores.;;;;común;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;Pájaros es un sustantivo común
835;17;Mi papá lee el &diario& en las mañanas.;;;;común;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;Diario es un sustantivo común
836;17;Yo hago las tareas en mi &computador&.;;;;común;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;Computador es un sustantivo común
837;17;Mi &mamá& pone ropa en la maleta.;;;;común;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;Mamá es un sustantivo común
838;17;En el recreo corro jugando a la &pelota&.;;;;común;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;Pelota es un sustantivo común
839;17;La &cuncuna& come hojas de los árboles.;;;;común;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;Cuncuna es un sustantivo común
840;17;La mariposa tiene lindos &colores&.;;;;común;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;Colores es un sustantivo común
841;17;Los &amigos& deben respetarse.;;;;común;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;Amigos es un sustantivo común
842;17;Mi mamá cocina ricas &empanadas&.;;;;común;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;Empanada es un sustantivo común
843;17;En el cine vi una buena &película&.;;;;común;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;Película es un sustantivo común
844;17;Al &hipopótamo& le gusta estar en el agua.;;;;común;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;Hopopótamo es un sustantivo común
845;17;En mi &colegio& hay buenos educadores.;;;;común;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;Colegio es un sustantivo común
846;17;Los domingos me gusta comer una comida especial y ricos &postres&.;;;;común;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;Postres es un sustantivo común
847;17;Necesito comprar &pinceles& y témperas para hacer un trabajo.;;;;común;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;Pinceles es un sustantivo común
848;17;La &fruta& más rica es la pera.;;;;común;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;Fruta es un sustantivo común
849;17;Los caballos tiran con fuerza la &carreta&.;;;;común;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;Carreta es un sustantivo común
850;17;Mis &abuelos& me regalan día a día todo su cariño.;;;;común;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;Abuelos es un sustantivo común
851;17;En el sorteo de la &rifa& me gané unos lindos aros.;;;;común;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;Rifa es un sustantivo común
852;17;Mi plato favorito es el puré con &pescado& y ensalada de repollo.;;;;común;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;Pescado es un sustantivo común
853;17;En el reloj están los &números& del uno al doce.;;;;común;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;Números es un sustantivo común
854;17;&Claudia& corre todos los años la maratón.;;;;propio;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;Claudia es un sustantivo propio
855;17;La casa de &Luis& está al lado de la escuela.;;;;propio;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;Luis es un sustantivo propio
856;17;Camila y &Felipe& juegan con el dado.;;;;propio;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;Felipe es un sustantivo propio
857;17;A &Miguel& le gusta comer mandarinas.;;;;propio;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;Miguel es un sustantivo propio
858;17;Nuestro país se llama &Chile&.;;;;propio;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;Chile es un sustantivo propio
859;17;&Eduardo& mira la hora en su reloj.;;;;propio;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;Eduardo es un sustantivo propio
860;17;Mi amigo &Raúl& y yo jugamos a los piratas.;;;;propio;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;Raúl es un sustantivo propio
861;17;Yo vivo en la calle &Los Alerces&.;;;;propio;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;Los Alerces es un sustantivo propio
862;17;En el cumpleaños de &Manuel& habrá una piñata llena de dulces.;;;;propio;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;Manuel es un sustantivo propio
863;17;Laura es la mejor amiga de &Isidora&.;;;;propio;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;Isidora es un sustantivo propio
864;17;En &Brasil& se jugará el mundial de fútbol.;;;;propio;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;Brasil es un sustantivo propio
865;17;Mi tío &Hugo& anda en moto.;;;;propio;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;Hugo es un sustantivo propio
866;17;&Fabían& escucha música muy fuerte.;;;;propio;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;Fabian es un sustantivo propio
867;17;El cumpleaños de &Lilian& estuvo muy entretenido.;;;;propio;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;Lilian es un sustantivo propio
868;17;&Lima& es la capital de Perú.;;;;propio;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;Lima es un sustantivo propio
869;17;El río &Itata& queda en el sur de Chile.;;;;propio;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;Itata es un sustantivo propio
870;17;El apellido de mi amiga es &Urrutia&.;;;;propio;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;Urrutia es un sustantivo propio
871;17;Me gustaría viajar a &Paris&.;;;;propio;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;Paris es un sustantivo propio
872;17;Daniel fue de vacaciones a &Iquique&.;;;;propio;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;Iquique es un sustantivo propio
873;17;A &Joaquín& le gustan las almendras.;;;;propio;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;Joaquín es un sustantivo propio
874;17;Mi abuelita vive en &Maipú&.;;;;propio;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;Maipú es un sustantivo propio
875;17;Andrea se baño en el lago &Villarrica&.;;;;propio;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;Villarrica es un sustantivo propio
876;17;Mi colegio está en la comuna de &La Florida&.;;;;propio;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;La Florida es un sustantivo propio
877;17;&Josefina& observa las estrellas.;;;;propio;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;Josefina es un sustantivo propio
878;17;El nuevo &Papa& es argentino.;;;;propio;Indica si la palabra subrayada corresponde a un sustantivo común o propio.;;Papa es un sustantivo propio
879;18;__arlos __oma  __gua.;;;;C  t  a;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;Carlos toma  agua.
880;18;__manda  __iega   __us   ___lantas.;;;;A  r  s  p;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;Amanda  riega   sus  plantas.
881;18;__laudia y __orge __uegan a __a  __elota.;;;;C  J  j  l  p;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;Claudia y Jorge juegan a la  pelota.
882;18;__ariana  __stá  __sando  __l   __omputador.;;;;M  e  u  e  c;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;Mariana  está  usando el  computador.
883;18;__a  __eñora  ___aría  __ocinó  __n  __astel.;;;;L  s  M  c  u  p;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;La señora  María  cocinó  un  pastel.
884;18;__l __apá  __e  __lex  __anó  __n  __remio.;;;;E  p  d  A  g  u  p;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;El papá  de Alex  ganó  un  premio.
885;18;__a  __oma  __e  __ofía  __stá  __ucia.;;;;L  g  d  S  e  s;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;La  goma de  Sofía está  sucia.
886;18;__l  __elevisor  __e  __uan  __stá  __alo.;;;;E  t  d  J  e  m;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;El  televisor de  Juan  está malo.
887;18;__ste  __erano  __s  __uy  __aluroso.;;;;E  v  e  m  c;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;Este verano  es  muy  caluroso.
888;18;__aúl  __astó  __u  __inero  __n  __ulces.;;;;R  g  s  d  e  d;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;Raúl gastó  su  dinero  en dulces.
889;18;__as  __anzanas  __staban  __odridas.;;;;L  m  e  p;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;Las  manzanas  estaban podridas.
890;18;__osé  __s  __ás  __studioso  __ue __na.;;;;J  e  m  e  q  A ;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;José  es  más estudioso que Ana.
891;18;__i  __erro  __ack  __s  __uy  __uguetón.;;;;M  p  J  e  m  j;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;Mi  perro  Jack  es  muy  juguetón.
892;18;__l  __estido  __e  __sabel  __s  __lanco.;;;;E  v  d  I  e  b;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;El  vestido de  Isabel es  blanco.
893;18;__ste  __nvierno  __erá  __uy  __río.;;;;E  i  s  m  f;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;Este invierno será  muy frío.
894;18;___e ___usta __omer  _an.;;;;M g c p;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;Me gusta comer pan.
895;18;__l  __iernes  __erá  __l  __umpleaños  __e  ;;;;E v s e c d M;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;El  viernes será el cumpleaños de  María
896;18;__lara  y  __elipe  __ienen  __ueve __años.;;;;C  F  t  n  a;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;Clara  y Felipe  tienen nueve años.
897;18;__l  __eterinario  __acunó  a  __eis   __atitos.;;;;E  v  v  s  g;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;El  veterinario vacunó  a seis  gatitos.
898;18;__duardo  __erminó  __u  __area.;;;;E  t  s  t;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;Eduardo  terminó  su  tarea.
899;18;___n ___a ___laza  ___ay  ___alomas.;;;;E  l   p   h   p;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;En la plaza  hay  palomas.
900;18;___is   ____apás ____e  _____egalaron       _____n     ______omputador.;;;;M  p   m   r   u   c;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;Mis  papás me  regalaron    un  computador.
901;18;____i  _____ejor  _____miga  ___e  ___lama  ____atentina.;;;;M   m   a   s   l   V;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;Mi  mejor amiga se llama Vatentina.
902;18;____lla    ___ive en la ____omuna  __e  ____acul.;;;;E   v   e   l   c   d   M;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;Ella  vive en la comuna  de Macul.
903;18;____o    ____uego     ___on    ____is   ____migos.;;;;Y   j   c   m    a;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;Yo   juego con mis  amigos.
904;18;____a   ___elota  ___e   ____anuel  ___s  ___equeña.;;;;L   p   d   M   e   p;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;La  pelota de  Manuel  es  pequeña.
905;18;____oda  ____i   ____amilia   ____e   ____eune  ____ara   ____avidad.;;;;T   m   f   s   r   p   N;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;Toda  mi  familia se reune para Navidad.
906;18;___o    ___aldré ___on ____i  ____buelita  ____lara    a   __ugar.;;;;Y   s   c   m   a   C  j;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;Yo saldré con mi abuelita Clara  a  jugar.
907;18;____erca   __e   __i   ___olegio  ___ay   ___n    ____arque.;;;;C  d   m   c   h   u   p;Escribe la letra que falta en mayúscula o minúscula según corresponda.;;Cerca  de  mi colegio  hay un parque.
