Nivel;pregunta;alternativa 1;alternativa 2;alternativa 3;respuesta;audio pregunta;imagen;feedback
12;Para ir al picnic necesitamos una ______.;cesta;sesta;;cesta;¿Cuál es la palabra correctamente escrita que corresponde en la oración?;;
12;Para el desayuno  prefiero comer ______.;cereales;sereales;;cereales;¿Cuál es la palabra correctamente escrita que corresponde en la oración?;;
12;Para tu viaje  no olvides el ______ de dientes.;cepillo;sepillo;;cepillo;¿Cuál es la palabra correctamente escrita que corresponde en la oración?;;
12;La mermelada de ______ es mi favorita.;ciruela;siruela;;ciruela;¿Cuál es la palabra correctamente escrita que corresponde en la oración?;;
12;La figura que más ocupo en mis dibujos es el ______.;círculo;sírculo;;círculo;¿Cuál es la palabra correctamente escrita que corresponde en la oración?;;
12;Ya alimentamos a este ______ muchas veces.;cerdo;serdo;;cerdo;¿Cuál es la palabra correctamente escrita que corresponde en la oración?;;
12;¡La ______ de hoy estaba deliciosa!;cena;sena;;cena;¿Cuál es la palabra correctamente escrita que corresponde en la oración?;;
12;Este color del ______ lo hace parecer un mar profundo.;cielo;sielo;;cielo;¿Cuál es la palabra correctamente escrita que corresponde en la oración?;;
12;Hoy en día  casi todos tienen ______.;celular;selular;;celular;¿Cuál es la palabra correctamente escrita que corresponde en la oración?;;
12;El ______ del laboratorio es realmente un genio.;científico;sientífico;;científico;¿Cuál es la palabra correctamente escrita que corresponde en la oración?;;
12;La fila para entrar al ______ estaba muy larga.;circo;sirco;;circo;¿Cuál es la palabra correctamente escrita que corresponde en la oración?;;
12;Cuando pasamos por el lago  observamos bellos ______.;cisnes;sisnes;;cisnes;¿Cuál es la palabra correctamente escrita que corresponde en la oración?;;
12;Los ______ son tan altos que rascan el cielo.;edificios;edifisios;;edificios;¿Cuál es la palabra correctamente escrita que corresponde en la oración?;;
12;Quisiera pedelar como aquél ______.;ciclista;siclista;;ciclista;¿Cuál es la palabra correctamente escrita que corresponde en la oración?;;
12;Mi ______ está perfecta para salir.;bicicleta;bisicleta;;bicicleta;¿Cuál es la palabra correctamente escrita que corresponde en la oración?;;
12;Me parece muy linda la historia de la ______.;cigüeña;sigüeña;;cigüeña;¿Cuál es la palabra correctamente escrita que corresponde en la oración?;;
12;Después del cuatro viene el _____.;cinco;sinco;;cinco;¿Cuál es la palabra correctamente escrita que corresponde en la oración?;;
12;Le regalaremos un ______ a mi papá.;cinturón;sinturón;;cinturón;¿Cuál es la palabra correctamente escrita que corresponde en la oración?;;
12;Me encanta mi ______.;ciudad;siudad;;ciudad;¿Cuál es la palabra correctamente escrita que corresponde en la oración?;;
13;El sábado Marcela cumplirá _________ años y hará una fiesta de disfraces.;;;;quince;"Escribe la palabra que falta utilizando la letra ""Q""";;
13;El ________ básico realizó una campaña de reciclaje.;;;;quinto;"Escribe la palabra que falta utilizando la letra ""Q""";;
13;Necesitamos una  _________ de coser para hacer los disfraces;;;;máquina;"Escribe la palabra que falta utilizando la letra ""Q""";;
13;Un __________ me molesta y no puedo concentrarme.;;;;mosquito;"Escribe la palabra que falta utilizando la letra ""Q""";;
13;¡Qué lindo vestido tiene el ________!;;;;maniquí;"Escribe la palabra que falta utilizando la letra ""Q""";;
13;Javier dijo que se disfrazará de __________.;;;;esquimal;"Escribe la palabra que falta utilizando la letra ""Q""";;
13;En la ___________ de la sala de clases esta el basurero.;;;;esquina;"Escribe la palabra que falta utilizando la letra ""Q""";;
13;El _________ de mi colegio vende naranjas muy ricas.;;;;quiosco;"Escribe la palabra que falta utilizando la letra ""Q""";;
13;Mi hermano tiene clases de _________ en el colegio.;;;;química;"Escribe la palabra que falta utilizando la letra ""Q""";;
13;Andrés utiliza ______________ para pintarse la cara de payaso.;;;;maquillaje;"Escribe la palabra que falta utilizando la letra ""Q""";;
13;La mamá de Josefa le dio pan con ____________ para desayunar.;;;;mantequilla;"Escribe la palabra que falta utilizando la letra ""Q""";;
13;Para el disfraz de Juan  su mamá compró un ________;;;;quimono;"Escribe la palabra que falta utilizando la letra ""Q""";;
13;Martín le ________ la pelota al otro jugador y metió un gol.;;;;quitó;"Escribe la palabra que falta utilizando la letra ""Q""";;
13;El __________ de futbol del colegio ha ganado el campeonato.;;;;equipo;"Escribe la palabra que falta utilizando la letra ""Q""";;
13;La mamá de Juan le está probando el disfraz diciendo que se quede _____;;;;quieto;"Escribe la palabra que falta utilizando la letra ""Q""";;
13;Mi papá me dijo que el __________ es carne de caballo.;;;;charqui;"Escribe la palabra que falta utilizando la letra ""Q""";;
13;Andrea y su mamá juegan a hacerse ___________.;;;;cosquillas;"Escribe la palabra que falta utilizando la letra ""Q""";;
13;El miércoles iremos a la nieve y  Marcela dijo que me prestaría sus ______;;;;esquís;"Escribe la palabra que falta utilizando la letra ""Q""";;
13;La familia de Verónica viajó a _________ en las vacaciones;;;;Quilpué;"Escribe la palabra que falta utilizando la letra ""Q""";;
13;Mi abuela entro al __________________ para ser operada.;;;;quirófano;"Escribe la palabra que falta utilizando la letra ""Q""";;
13;Los abuelos de José fueron a ___________ de vacaciones;;;;Turquía;"Escribe la palabra que falta utilizando la letra ""Q""";;
13;___________ un disfraz de bailarina.;;;;Quiero;"Escribe la palabra que falta utilizando la letra ""Q""";;
13;¡La fiesta de disfraces de Marcela es _________!;;;;aquí;"Escribe la palabra que falta utilizando la letra ""Q""";;
13;La enfermera del colegio sacó su __________ y curo las heridas de Jaime.;;;;botiquín;"Escribe la palabra que falta utilizando la letra ""Q""";;
13;Carolina se disfrazó de _____________.;;;;vaquita;"Escribe la palabra que falta utilizando la letra ""Q""";;
13;En el colegio aprendimos a tocar la ____________;;;;quena;"Escribe la palabra que falta utilizando la letra ""Q""";;
13;¡Qué bien se ve Miguel disfrazado de _________;;;;vaquero;"Escribe la palabra que falta utilizando la letra ""Q""";;
13;José vio un___________ en una película.;;;;tanque;"Escribe la palabra que falta utilizando la letra ""Q""";;
13;En el cumpleaños de Marcela tenían ________ para comer.;;;;queso;"Escribe la palabra que falta utilizando la letra ""Q""";;
13;El ____________ me cortó el pelo y me peinó como las bailarinas.;;;;peluquero;"Escribe la palabra que falta utilizando la letra ""Q""";;
13;Mi papá va a jugar con la______________ de tenis;;;;raqueta;"Escribe la palabra que falta utilizando la letra ""Q""";;
13;Marcela tenía muchos ___________ de regalo.;;;;paquetes;"Escribe la palabra que falta utilizando la letra ""Q""";;
13;Nos dio miedo ver a Martin con su disfraz de _____________.;;;;esqueleto;"Escribe la palabra que falta utilizando la letra ""Q""";;
13;Josefa y su hermano se perdieron en el _____________.;;;;bosque;"Escribe la palabra que falta utilizando la letra ""Q""";;
13;Andrea y su mamá salen en bicicleta al ____________.;;;;parque;"Escribe la palabra que falta utilizando la letra ""Q""";;
13;El papá de  Martín compró un computador y pago con ____________.;;;;cheque;"Escribe la palabra que falta utilizando la letra ""Q""";;
13;¡Qué rico esta el _________ que hizo la mamá de Marcela!;;;;queque;"Escribe la palabra que falta utilizando la letra ""Q""";;
13;En el colegio hay un __________ de agua que tiene varios peces.;;;;estanque;"Escribe la palabra que falta utilizando la letra ""Q""";;
13;En el cumpleaños de Marcela jugamos al __________ ¡qué divertido!;;;;emboque;"Escribe la palabra que falta utilizando la letra ""Q""";;
13;La leche estaba caliente y  me _______  la lengua.;;;;quemé;"Escribe la palabra que falta utilizando la letra ""Q""";;
13;La mamá de Martín  le dio  ____________ para desayunar.;;;;quesillo;"Escribe la palabra que falta utilizando la letra ""Q""";;
13;El papá de Andrés tiene una ___________ en el brazo.;;;;quemadura;"Escribe la palabra que falta utilizando la letra ""Q""";;
14;_____tarra;gui;gi;güi;gui;Elige la forma correcta para escribir la palabra.;;
14;____rnaldas;gui;gi;güi;gui;Elige la forma correcta para escribir la palabra.;;
14;____llermo;Gui;Gi;Güi;Gui;Elige la forma correcta para escribir la palabra.;;
14;an____la;gui;gi;güi;gui;Elige la forma correcta para escribir la palabra.;;
14;____so;gui;gi;güi;gui;Elige la forma correcta para escribir la palabra.;;
14;____nda;gui;gi;güi;gui;Elige la forma correcta para escribir la palabra.;;
14;ami____tos;gui;gi;güi;gui;Elige la forma correcta para escribir la palabra.;;
14;a____la;gui;gi;güi;gui;Elige la forma correcta para escribir la palabra.;;
14;____ño;gui;gi;güi;gui;Elige la forma correcta para escribir la palabra.;;
14;___a;guí;gí;güí;guí;Elige la forma correcta para escribir la palabra.;;
14;___llotina;gui;gi;güi;gui;Elige la forma correcta para escribir la palabra.;;
14;____pardo;gue;ge;güe;gue;Elige la forma correcta para escribir la palabra.;;
14;_____rrero;gue;ge;güe;gue;Elige la forma correcta para escribir la palabra.;;
14;ju____te;gue;ge;güe;gue;Elige la forma correcta para escribir la palabra.;;
14;man___ra;gue;ge;güe;gue;Elige la forma correcta para escribir la palabra.;;
14;ho___ra;gue;ge;güe;gue;Elige la forma correcta para escribir la palabra.;;
14;meren____;gue;ge;güe;gue;Elige la forma correcta para escribir la palabra.;;
14;bode____ro;gue;ge;güe;gue;Elige la forma correcta para escribir la palabra.;;
14;espa___ti;gue;ge;güe;gue;Elige la forma correcta para escribir la palabra.;;
14;Hambur___sa;gue;ge;güe;gue;Elige la forma correcta para escribir la palabra.;;
14;madri____ra;gue;ge;güe;gue;Elige la forma correcta para escribir la palabra.;;
14;Hormi___ro;gue;ge;güe;gue;Elige la forma correcta para escribir la palabra.;;
14;___melas;gue;ge;güe;ge;Elige la forma correcta para escribir la palabra.;;
14;___nio;gue;ge;güe;ge;Elige la forma correcta para escribir la palabra.;;
14;___latina;gue;ge;güe;ge;Elige la forma correcta para escribir la palabra.;;
14;___neral;gue;ge;güe;ge;Elige la forma correcta para escribir la palabra.;;
14;___neros;gue;ge;güe;ge;Elige la forma correcta para escribir la palabra.;;
14;refri___rador;gue;ge;güe;ge;Elige la forma correcta para escribir la palabra.;;
14;___ometría;gue;ge;güe;ge;Elige la forma correcta para escribir la palabra.;;
14;deter__nte;gue;ge;güe;ge;Elige la forma correcta para escribir la palabra.;;
14;___nte;gue;ge;güe;ge;Elige la forma correcta para escribir la palabra.;;
14;____ma;gue;ge;güe;ge;Elige la forma correcta para escribir la palabra.;;
14;cole___o;gui;gi;güi;gi;Elige la forma correcta para escribir la palabra.;;
14;___tana;gui;gi;güi;gi;Elige la forma correcta para escribir la palabra.;;
14;___rasol;gui;gi;güi;gi;Elige la forma correcta para escribir la palabra.;;
14;___gante;gui;gi;güi;gi;Elige la forma correcta para escribir la palabra.;;
14;___mnasia;gui;gi;güi;gi;Elige la forma correcta para escribir la palabra.;;
14;___rar;gui;gi;güi;gi;Elige la forma correcta para escribir la palabra.;;
14;aler__a;gui;gi;güi;gi;Elige la forma correcta para escribir la palabra.;;
14;___mnasta;gui;gi;güi;gi;Elige la forma correcta para escribir la palabra.;;
14;Pá___na;gui;gi;güi;gi;Elige la forma correcta para escribir la palabra.;;
14;ma___a;gui;gi;güi;gi;Elige la forma correcta para escribir la palabra.;;
14;Gua____ta;gui;gi;güi;güi;Elige la forma correcta para escribir la palabra.;;
14;pin____no;gui;gi;güi;güi;Elige la forma correcta para escribir la palabra.;;
14;para____tas;gui;gi;güi;güi;Elige la forma correcta para escribir la palabra.;;
14;len___ta;gui;gi;güi;güi;Elige la forma correcta para escribir la palabra.;;
14;ye____ta;gui;gi;güi;güi;Elige la forma correcta para escribir la palabra.;;
14;A___ta;gui;gi;güi;güi;Elige la forma correcta para escribir la palabra.;;
14;pira___smo;gui;gi;güi;güi;Elige la forma correcta para escribir la palabra.;;
14;ci____ña;gue;ge;güe;güe;Elige la forma correcta para escribir la palabra.;;
14;ver____nza;gue;ge;güe;güe;Elige la forma correcta para escribir la palabra.;;
14;desa____;gue;ge;güe;güe;Elige la forma correcta para escribir la palabra.;;
14;averi___;gue;ge;güe;güe;Elige la forma correcta para escribir la palabra.;;
14;bilin___;gue;ge;güe;güe;Elige la forma correcta para escribir la palabra.;;
14;zari___ya;gue;ge;güe;güe;Elige la forma correcta para escribir la palabra.;;
14;para___ro;gue;ge;güe;güe;Elige la forma correcta para escribir la palabra.;;
14;un___nto;gue;ge;güe;güe;Elige la forma correcta para escribir la palabra.;;
14;anti____dad;gue;ge;güe;güe;Elige la forma correcta para escribir la palabra.;;
15;Claudia &corre& todos los años la &maratón&.;;;;corre;"¿Cuál de las dos palabras destacadas tiene sonido ""r"" fuerte?";;
15;Felipe &mira& la hora en su &reloj&.;;;;reloj;"¿Cuál de las dos palabras destacadas tiene sonido ""r"" fuerte?";;
15;Me gusta &ir& los domingos a caminar en el &cerro&.;;;;cerro;"¿Cuál de las dos palabras destacadas tiene sonido ""r"" fuerte?";;
15;La fruta más &rica& es la &pera&.;;;;rica;"¿Cuál de las dos palabras destacadas tiene sonido ""r"" fuerte?";;
15;Cuando mi mamá &ríe& se llena mi &corazón&.;;;;ríe;"¿Cuál de las dos palabras destacadas tiene sonido ""r"" fuerte?";;
15;Mi nuevo amigo se llama &Ramón& y es &peruano&.;;;;Ramón;"¿Cuál de las dos palabras destacadas tiene sonido ""r"" fuerte?";;
15;Mi hermana y yo &corremos& muy veloces por la &arena&.;;;;corremos;"¿Cuál de las dos palabras destacadas tiene sonido ""r"" fuerte?";;
15;Mi amigo &Raúl& y yo jugamos a los &piratas&.;;;;Raúl;"¿Cuál de las dos palabras destacadas tiene sonido ""r"" fuerte?";;
15;Los caballos &tiran& con fuerza la &carreta&.;;;;carreta;"¿Cuál de las dos palabras destacadas tiene sonido ""r"" fuerte?";;
15;El &ruiseñor& y el &loro& son hermosas aves.;;;;ruiseñor;"¿Cuál de las dos palabras destacadas tiene sonido ""r"" fuerte?";;
15;Mis abuelos me &regalan& día a día todo su &cariño&.;;;;regalan;"¿Cuál de las dos palabras destacadas tiene sonido ""r"" fuerte?";;
15;La señora &Teresa& cocina &ricos& queques.;;;;ricos;"¿Cuál de las dos palabras destacadas tiene sonido ""r"" fuerte?";;
15;La &corona& del &rey& tiene oro y diamantes.;;;;rey;"¿Cuál de las dos palabras destacadas tiene sonido ""r"" fuerte?";;
15;En mi estuche tengo lápices;&tijeras& y &regla&.;;;regla;"¿Cuál de las dos palabras destacadas tiene sonido ""r"" fuerte?";;
15;Los &ratones& y las &arañas&.;;;;ratones;"¿Cuál de las dos palabras destacadas tiene sonido ""r"" fuerte?";;
15;Me gusta mucho ese &perro&;&pero& a veces es un poco violento.;;;perro;"¿Cuál de las dos palabras destacadas tiene sonido ""r"" fuerte?";;
15;Como iba &rápido& al colegio;no me fije que la &vereda& tenía un hoyo y me caí.;;;rápido;"¿Cuál de las dos palabras destacadas tiene sonido ""r"" fuerte?";;
15;En la &reunión& de &apoderados& se hablan importantes.;;;;reunión;"¿Cuál de las dos palabras destacadas tiene sonido ""r"" fuerte?";;
15;En el sorteo de la &rifa& me gané unos lindos &aros&.;;;;rifa;"¿Cuál de las dos palabras destacadas tiene sonido ""r"" fuerte?";;
15;Me herí la &oreja& por &rascarme& demasiado.;;;;rascarme;"¿Cuál de las dos palabras destacadas tiene sonido ""r"" fuerte?";;
15;Mi plato favorito es el &puré& con pescado y ensalada de &repollo&.;;;;repollo;"¿Cuál de las dos palabras destacadas tiene sonido ""r"" fuerte?";;
15;En la &rama& del árbol hay un &loro& que canta muy bonito.;;;;rama;"¿Cuál de las dos palabras destacadas tiene sonido ""r"" fuerte?";;
15;El &zorro& &miraba& muy asustado al león.;;;;zorro;"¿Cuál de las dos palabras destacadas tiene sonido ""r"" fuerte?";;
15;Por no &amarrarme& los cordones;me caí y me hice una &herida&.;;;amarrarme;"¿Cuál de las dos palabras destacadas tiene sonido ""r"" fuerte?";;
15;El &verano& pasado me bañe en el &río& con mis hermanos.;;;;río;"¿Cuál de las dos palabras destacadas tiene sonido ""r"" fuerte?";;
15;En el &reloj& están los &números& del uno al doce.;;;;reloj;"¿Cuál de las dos palabras destacadas tiene sonido ""r"" fuerte?";;
15;El &pirata& &recuperó& su tesoro en el barco enemigo.;;;;recuperó;"¿Cuál de las dos palabras destacadas tiene sonido ""r"" fuerte?";;
15;Mi mamá cepilla su pelo &para& que no se le &enrede&.;;;;enrede;"¿Cuál de las dos palabras destacadas tiene sonido ""r"" fuerte?";;
15;Mi abuelito &Enrique& &quiere& mucho a mi abuelita.;;;;Enrique;"¿Cuál de las dos palabras destacadas tiene sonido ""r"" fuerte?";;
15;El patio de mi casa está &enrejado& para que estemos más &seguros&.;;;;enrejado;"¿Cuál de las dos palabras destacadas tiene sonido ""r"" fuerte?";;
16;ca____o;r fuerte;r débil;rr;rr;¿Cómo suena la 'r' en: carro?;;
16;ca____o;"""r"" fuerte";"""r"" débil";"""rr""";"""r"" débil";¿Cómo suena la 'r' en: caro?;;
16;ca____eta;"""r"" fuerte";"""r"" débil";"""rr""";"""r"" débil";¿Cómo suena la 'r' en: careta?;;
16;en___edo;"""r"" fuerte";"""r"" débil";"""rr""";"""r"" fuerte";¿Cómo suena la 'r' en: enredo?;;
16;En___ique;"""r"" fuerte";"""r"" débil";"""rr""";"""r"" fuerte";¿Cómo suena la 'r' en: Enrique?;;
16;a____oz;"""r"" fuerte";"""r"" débil";"""rr""";"""rr""";¿Cómo suena la 'r' en: arroz?;;
16;ce____o;"""r"" fuerte";"""r"" débil";"""rr""";"""rr""";¿Cómo suena la 'r' en: cerro?;;
16;___eloj;"""r"" fuerte";"""r"" débil";"""rr""";"""r"" fuerte";¿Cómo suena la 'r' en: reloj?;;
16;____uido;"""r"" fuerte";"""r"" débil";"""rr""";"""r"" fuerte";¿Cómo suena la 'r' en: ruido?;;
16;pa____a;"""r"" fuerte";"""r"" débil";"""rr""";"""rr""";¿Cómo suena la 'r' en: parra?;;
16;tie_____a;"""r"" fuerte";"""r"" débil";"""rr""";"""rr""";¿Cómo suena la 'r' en: tierra?;;
16;ca____iño;"""r"" fuerte";"""r"" débil";"""rr""";"""r"" débil";¿Cómo suena la 'r' en: cariño?;;
16;ba____a;"""r"" fuerte";"""r"" débil";"""rr""";"""rr""";¿Cómo suena la 'r' en: barra?;;
